Unnamed: 0,speaker,content,block,session
833,Ali,//Eight places [UI],2,1903
834,Nasty,"And, it seems we… yes, three. And, also [UI]",2,1903
835,Zheny,[UI],2,1903
837,Ali,[UI],2,1903
840,Dash,Now a letter is coming [UI] to you. I sent it around the circle.,2,1903
845,Nasty,Like on the bus – [UI]. No.,2,1903
848,Nasty,"Yes, only [UI] to send…",2,1903
849,Zheny,"I don’t know. I think, [UI]. At least Max showed up.",2,1903
857,Natash,[UI],2,1903
869,Dasha to Ali,"I’m sending it, //you see? //[UI]",2,1903
875,Ali,"I think, if it’s for them, then [UI]",2,1903
877,Natash,[UI],2,1903
878,Natasha, [UI],0,1902
888,Natasha, [UI],0,1902
894,Video, [UI],0,1902
895,Video," Project Red has two tasks. The first task [UI]. The second task is to [UI] within the task force. We have identified eight different regions [SL] online where water used to be, and you can see in what order.",0,1902
896,Video, You will investigate each of the locations [UI] Project Red [UI] project. [UI] the development of the water infrastructure leading to establish [UI] on Mars.,0,1902
897,Video, The critical discovery of underground water resource will be our direct project goal. [UI] to explore the possibility of [UI] clean water to the [UI]. As you can imagine [UI] water resource [UI] and fresh clean water is critical to the [UI],0,1902
898,Video," Your Project Red task force will have to pick members of your series group as well as the members of question analysis group. Due to the complexity associated with [UI] on Mars various areas of expertise are represented across the task force. For example, in your astronaut group you will discover an expert in one of the following areas. Planetary geology, engineering, space robotics, [UI]",0,1902
899,Video," Back on Earth the remaining members of the task force are also experts in these four areas. This way the twelve number Project Red task force will utilize [UI] across four areas of expertise to accomplish three overall task force objectives. Your task force has three objectives: First -water yield. This is the amount of water that will be available for [SL] each of your colleagues. Ideally, each human will receive twenty gallons of water per day.",0,1902
900,Video," Second- water quality. This is the percentage of water that is contaminated [UI]. Contaminated water is unusable. The contaminants can be removed through the filters. Third is usability. This is a measure of how accessible the water is to [UI]. [UI] the number of people who can access the water. The well should provide the sustainable amount of water to [UI]. However, excess water will be considered waste.",0,1902
901,Video," In order to accomplish these three objectives the task force will need to consider a variety of factors including the water yield in various locations, the amount of contaminants in the water in the particular area along with [UI] contaminants, the accessibility of the region to future human populations and the [UI]. One important thing to keep in mind is that disciplinary team [UI] task force. [UI] set of the factors.",0,1902
902,Video, Individual team objectives are likely to [UI]. [UI] utility information about your specific area of expertise and the tools you use to achieve your objective. We are [UI] on the serious task force to work together to achieve your objectives. This mission is a critical first step towards establishing [UI] Earth-independent colony on the Red planet. We thank you for being a critical part to this important project.,0,1902
907,Alik, With headphones. //[UI],0,1902
911,Alik, [UI],0,1902
927,Alik, This time we’ll have a five-minute pause…//So they will [UI],0,1902
933,Zhenya, //[UI],0,1902
949,Zhenya, //[UI],0,1902
951,Natasha, //[UI] we’ll see.,0,1902
952,Ryan, //[UI],0,1902
953,Zhenya," Of course, now we have //[UI]",0,1902
954,Alik," //Yes, installed… So, next we watch the group video… Ryan, we’ll watch the next one [UI]",0,1902
960,Nastya, [UI],0,1902
961,Ryan, [UI],0,1902
970,Video, We charged our first flow of water //[UI],0,1902
972,Alik," //Yes, yes [UI]",0,1902
986,Alik, [UI],0,1902
992,Natasha, I also want to become [UI],0,1902
1004,Dasha, [UI],0,1902
1006,Dasha, [whispering] [UI],0,1902
1007,Nastya, [UI] is my love now.,0,1902
1013,Alik, //[UI],0,1902
1015,Zhenya, //[UI],0,1902
1016,Dasha, //[UI],0,1902
1017,Nastya, //[UI],0,1902
1020,Alik, //[UI],0,1902
1031,Dasha, //[UI],0,1902
1042,Natasha, //[UI],0,1902
1049,Dasha, There are two there //[UI],0,1902
1061,Alik," Well, yes… [UI]",0,1902
1070,Ryan, //[UI],0,1902
1072,Alik," Yeah, that was //[UI]",0,1902
1073,Ryan, Want coffee? [UI],0,1902
1075,Natasha," //[UI]… We’re the geologists, right, Dasha?",0,1902
1081,Dasha, //By us //[UI],0,1902
1082,Alik, //She was just saying that Ryan and Zhenya are geologist. //I said //[UI],0,1902
1083,Zhenya, //[UI],0,1902
1084,Ryan, //[UI],0,1902
1086,Alik, //[UI],0,1902
1091,Zhenya, No. I just started. //[UI],0,1902
1093,Zhenya, //[UI],0,1902
1104,Ryan, //[UI],0,1902
1108,Dasha, //[UI],0,1902
1109,Zhenya, //[UI],0,1902
1110,Alik, Establish contact by chatting with them. Write to them in the chat in the lower left corner of the page //website //[UI],0,1902
1111,Ryan, //[UI],0,1902
1116,Alik, //[UI],0,1902
1120,Nastya, //Can I write [UI]?,0,1902
1124,Ryan, The whole part she is just communicating with [UI].,0,1902
1133,Zhenya, //[UI],0,1902
1137,Dasha, //No we don’t have a delay in //[UI],0,1902
1140,Dasha, Yes. Hi everybody. //[UI],0,1902
1141,Natasha, //[UI],0,1902
1142,Alik," //We will have forty-five minutes. Don’t forget. You need to select a place. Don’t forget to use the data provided [UI]. Your mission is to join efforts to achieve the goals. If necessary, you can communicate with the group by corresponding in the chat with a five-minute delay. So, that’s it.",0,1902
1147,Alik, //[UI],0,1902
1165,Natasha," //[UI], soil temperature…",0,1902
1171,Ryan, Yes… [UI]…location…plus…//[UI],0,1902
1175,Nastya," Yes, but there are rocky stone layers. [UI]",0,1902
1177,Nastya, But he doesn’t absolutely need to land there. [UI],0,1902
1181,Ryan," Yes, so [UI]",0,1902
1183,Alik, //[UI],0,1902
1186,Alik, //[UI],0,1902
1187,Natasha, //[UI],0,1902
1188,Ryan, //[UI],0,1902
1197,Natasha, [UI],0,1902
1198,Natasha, [UI],1,1902
1206,Natasha," No, I’m looking at [UI]",1,1902
1210,Natasha, [UI],1,1902
1211,Natasha, And you don’t need to respond to the hydrogeologist specifically //[UI],1,1902
1220,Nastya, These are the longest five minutes I’ve waited for a message from [UI]. I wrote so long ago.,1,1902
1225,Alik, [UI],1,1902
1226,Nastya," [UI]. Fine, I’m kidding. A joke.",1,1902
1228,Nastya, [whispering] [UI],1,1902
1240,Natasha, [UI],1,1902
1258,Alik, [UI],1,1902
1270,Alik, And what [UI] to look for?,1,1902
1272,Alik," Well, of course. [UI]",1,1902
1281,Natasha," [UI], [UI] and this is the hardest- [SL]Voltage and discharge.",1,1902
1283,Natasha," Okay, looking now [UI]",1,1902
1284,Nastya to Zhenya, You [UI] someone?,1,1902
1298,Nastya, //[UI],1,1902
1299,Dasha, //I forgot all the information! [UI],1,1902
1300,Nastya, //[UI],1,1902
1301,Dasha, //[UI] Sorry.,1,1902
1309,Dasha, [UI],1,1902
1312,Alik," Where are they, here?... [UI]…// [UI]",1,1902
1315,Dasha," Okay, then I’m changing //[UI]",1,1902
1332,Alik, //[UI],1,1902
1333,Natasha, //[UI]… we’ll take a hundred watts.,1,1902
1346,Nastya," Why [UI] if I chose it. Oh, it’s five minutes delayed. That’s why.",1,1902
1349,Dasha, //Yes. Not in the general chat… Are they sleeping? Maybe they [UI],1,1902
1354,Ryan, Yea. It keeps saying that you changed the drill and the filter. //[UI],1,1902
1360,Natasha:,  //[UI] still not this…,1,1902
1367,Dasha to Natasha, //[UI] you heard that [UI],1,1902
1377,Ryan," Operations specialist [UI], Drilling specialist.",1,1902
1391,Natasha, //[UI],1,1902
1392,Nastya to Alik," No, //[UI]",1,1902
1394,Nastya, //[UI],1,1902
1395,Alik," And if I change it here drill [UI], for example. I changed it, right? And it immediately gets cheaper: //one hundred eighty-one.",1,1902
1403,Nastya, That’s //[UI],1,1902
1405,Nastya," Ho, this [UI], yes.",1,1902
1420,Nastya, [UI],1,1902
1427,Alik, //[UI],1,1902
1432,Natasha, //[UI],1,1902
1435,Nastya, //[UI],1,1902
1438,Ryan to Nastya, //[UI],1,1902
1445,Nastya, //[UI],1,1902
1451,Alik, //[UI],1,1902
1452,Ryan, [UI],1,1902
1461,Natasha, //[UI],1,1902
1463,Nastya, [UI],1,1902
1464,Alik, [UI],1,1902
1468,Natasha," Please confirm that the crew [UI]. Well, come on.",1,1902
1470,Ryan, //[UI],1,1902
1476,Ryan," No, she is //[UI]",1,1902
1477,Dasha, //[UI],1,1902
1478,Alik," Ah, you [UI]? And that’s hydrogeologist?",1,1902
1482,Nastya," Basically, it doesn’t display for us. That’s here, right? [UI]",1,1902
1483,Ryan, //[UI],1,1902
1484,Alik, //[UI] so not ...,1,1902
1496,Zhenya, She’s slow. [UI],1,1902
1497,Nastya, //[UI],1,1902
1501,Zhenya, //[UI],1,1902
1510,Natasha, I didn’t do anything… //[UI],1,1902
1514,Natasha, Yes. But what happened? I [UI]?,1,1902
1519,Natasha, //[UI],1,1902
1523,Natasha and Nastya, //[UI],1,1902
1537,Alik, //[UI],1,1902
1538,Dasha, //You can. You should enter [UI] and sixty.,1,1902
1543,Natasha to Dasha," The Sign off tab. Not [UI], but in Sign off.",1,1902
1544,Nastya, Can you see why //[UI],1,1902
1547,Nastya, //[UI],1,1902
1548,Ryan, It’s service [UI],1,1902
1549,Zhenya, //[UI],1,1902
1556,Ryan, [UI],1,1902
1558,Ryan, //[UI],1,1902
1562,Ryan, [UI],1,1902
1565,Nastya, I just totally //[UI],1,1902
1566,Natasha, //[UI] anyway… What tasks…,1,1902
1571,Nastya, Cars will be //[UI],1,1902
1572,Alik," Ryan, isn’t it negative [UI] or [UI] performance? Isn’t it?",1,1902
1575,Natasha, Yeees! //[UI],1,1902
1576,Alik, //That’s very bad… You see them up there? [UI],1,1902
1577,Natasha, Did you build this… [UI],1,1902
1582,Alik, //[UI],1,1902
1583,Ryan, //[UI],1,1902
1585,Ryan, //[UI],1,1902
1586,Natasha, //[UI] pump output and total water output.,1,1902
1596,Natasha," Well, that’s it. //[UI]",1,1902
1598,Ryan, [UI],1,1902
1600,Nastya, Mine also [UI] fell asleep.,1,1902
1607,Natasha, Twelve nineteen… [UI],1,1902
1608,Ryan, [UI],1,1902
1623,Natasha, //[UI],1,1902
1624,Ryan, //[UI],1,1902
1625,Nastya, //[UI],1,1902
1630,Ryan to Zhenya, //[UI],1,1902
1637,Ryan to Zhenya, //[UI],1,1902
1638,Dasha, //[UI],1,1902
1657,Dasha, //[UI],1,1902
1670,Ryan, //[UI],1,1902
1675,Nastya, I already picked all these high parameters for [UI].,1,1902
1676,Ryan, //[UI],1,1902
1682,Ryan, [UI],1,1902
1694,Nastya, //[UI],1,1902
1700,Ryan and Zhenya, //[UI],1,1902
1704,Ryan, //[UI],1,1902
1705,Zhenya, //[UI] and these non.,1,1902
1706,Ryan," Yeah, [UI]. Can you close it?",1,1902
1708,Ryan to Zhenya, The second one you already have [UI].,1,1902
1720,Nastya, //[UI],1,1902
1726,Ryan to Alik, //[UI],1,1902
1732,Dasha, [UI],1,1902
1735,Dasha, //[UI],1,1902
1749,Natash,"//Oy, there were some [UI]… How are you?:are you writing that? Yeah? She isn’t even answering //what you’re writing…",1,1902
1753,Ali,//[UI],1,1902
1771,Rya,[UI],1,1902
1802,Natash,Then I did //[UI],1,1902
1803,Ali,//[UI],1,1902
1804,Rya,//[UI],1,1902
1809,Dash,//[UI],1,1902
1810,Natash,//[UI],1,1902
1833,Natash,[UI],1,1902
1837,Dash,[UI],1,1902
1846,Natash,"Oh, they started //Analysis groups. Press and put the [UI] if the crew is also ready, we can begin the sign off.",1,1902
1874,Dash,"There, that’s what I’m talking about, that it’s displayed for some reason//[UI]",1,1902
1875,Rya,//[UI],1,1902
1880,Rya,[UI],1,1902
1882,Rya,I hope you get //[UI],1,1902
1887,Dash,[UI] I wait.,1,1902
1889,Rya,[UI],1,1902
1890,Zheny,//[UI],1,1902
1894,Rya,Deal with it… [UI],1,1902
1897,Dash,Thank the gods.// [UI],1,1902
1905,Dash,//[UI]…//why won’t he answer?,1,1902
1912,Nasty,Yes… So //[UI],1,1902
1927,Nasty,"Hi, [UI] we are excited to talk to you.",1,1902
1929,Natash,[UI],1,1902
1947,Dash,"No, write. Just //[UI]",1,1902
1997,Natash,//So that works like [UI]. //Am I understanding that correctly?,2,1902
2003,Nasty,Why are you writing everything about [UI]?,2,1902
2007,Natash,//[UI],2,1902
2008,Zheny,Those are not //[UI],2,1902
2013,Natash,//[UI] Questionnaire answers //[UI],2,1902
2015,Natash,"[UI]. So, should I keep doing this or not?",2,1902
2021,Natash,"[UI] I don’t know, honestly.",2,1902
2025,Natash,No. [UI],2,1902
2026,Dash,"Everything we did was expensive, right? But good, luxury… [UI]",2,1902
2040,Nasty,We have Russian //[UI],2,1902
2041,Rya,//Keyboard. Oh yeah.//[UI],2,1902
2049,Rya,[UI],2,1902
2056,Nasty,//[UI],2,1902
2058,Zheny,"//[UI], yes this?",2,1902
2065,Ali,The last one. //[UI],2,1902
2066,Natash,//Project [UI] overview.,2,1902
2069,Ali,"Yes, it’s only three minutes. [UI]",2,1902
2078,Dash,"//Yes, but I thought next time we were picking from our left. Next time I think that won’t happen//[UI]",2,1902
2079,Natash,[UI],2,1902
2145,Natash,Who had hydrogeologist? Did you have hydrogeologist? //[UI],2,1902
2153,Natash,[UI] maintenance. Who has maintenance? Who?,2,1902
2178,Dash,[UI],2,1902
2195,Natash,"Fine, it didn’t work… So, we’ll have to do the circle… For this mechanical… dude… Today the Martians are totally useless… Oh, this is for Dasha… [UI]",2,1902
2204,Ali,And now I have it too [UI],2,1902
2205,Natash,[UI],2,1902
2207,Natash,"Actually, what is pumps, it’s not clear what it is [UI]",2,1902
2208,Nasty,She [UI] is waiting?,2,1902
2211,Ali,"Ryan, do you know if this e-mail [UI]?",2,1902
2214,Rya,//If there is… if there is a second [UI],2,1902
2217,Ali,[UI],2,1902
2232,Natash,[UI],2,1902
2235,Dasha to Ali,Did you receive there [UI]?,2,1902
2237,Dash,"//Well yes, because she [UI]has it. Personal.",2,1902
2238,Natash,//[UI],2,1902
2255,Zheny,"//Who else there, [UI]?",2,1902
2266,Nasty,"Shoot, I was kidding. He’s actually //[UI]",2,1902
2277,Nastya to Ali,Did you [UI]do that?,2,1902
2279,Nasty,[UI],2,1902
2280,Ali,Breathed… [UI],2,1902
2290,Natash,[UI],2,1902
2293,Rya,[UI],2,1902
2294,Dash,"[UI]… nakie, pudgy.//Cut that out later.",2,1902
2295,Natash,//[UI],2,1902
2298,Dash,I don’t know how to say “nakie.” If you’re right [UI],2,1902
2305,Zheny,//[UI],2,1902
2322,Alik to Rya,//[UI],2,1902
2324,Natash,//[UI],2,1902
2325,Nasty,//[UI],2,1902
2339,Ali,[UI],2,1902
2341,Ryan to Dash,//[UI],2,1902
2350,Nasty,[UI],2,1902
2351,Ali,[UI],2,1902
2352,Dash,"Ah, I’m an idiot, just like [UI]. [UI].",2,1902
2353,Ali,//[UI],2,1902
2354,Dash,[UI],2,1902
2355,Ali,[UI],2,1902
2356,Rya,[UI],2,1902
2372,Natash,//[UI],2,1902
2383,Zheny,//I do… [UI],2,1902
2395,Nasty,Yes… Dasha and I have winter [UI]?,2,1902
2403,Zheny,"Well, under the camera. [UI] they do it under the camera. They print it just like that and hang it all right on the Velcro.",2,1902
2414,Nasty,[UI],2,1902
2416,Dash,"Oh, no. [UI]… [UI] that on April 12 nothing [UI]",2,1902
2434,Zheny,"Well, he has an amazing [UI]. //[UI]",2,1902
2435,Ali,//[UI],2,1902
2436,Zheny,"[UI]…He has a Boeing, I think, a nice one.",2,1902
2448,Natash,//[UI],2,1902
2449,Rya,[UI]. Number nine.,2,1902
2451,Natash,I love filling out questionnaires with [UI].,2,1902
2452,Dash,It’s cool. [UI] too.,2,1902
2453,Natash,[UI] we really like it.,2,1902
2456,Natash,"Extraterrestrial… sounds really [UI], honestly.",2,1902
2480,Ali,//[UI],2,1902
2483,Nasty,//[UI],2,1902
2484,Natash,//[UI],2,1902
2493,Zheny,[UI] didn’t send.,2,1902
2494,Dash,[UI],2,1902
2502,Natash,Ah [UI] was with hydro…,2,1902
2504,Natash,"[UI]…Ryan, who did you have?",2,1902
2507,Natash,[UI]…All these no… there is Terra.,2,1902
2535,Zheny,"And what about tomorrow? When we give blood – anyway, probably not [UI]",0,1904
2543,Stefani,[UI],0,1904
2556,Stefani,"Yes, I will [UI] this now.",0,1904
2589,Stefani,So girly and pink…[UI],0,1904
2591,Ali,[UI],0,1904
2592,Nasty,[UI] [imitating Alik chewing and talking],0,1904
2593,Zheny,[UI] [imitating Alik chewing and talking],0,1904
2597,Stefani,[UI],0,1904
2598,Nasty,When I enter [UI],0,1904
2601,Nasty,Headphones… [UI],0,1904
2610,Dash,"Well, somehow it’s not very [UI]",0,1904
2626,Stefani,[UI],0,1904
2646,Zheny,"Watch, [UI].",0,1904
2690,Alik to Dash,"No, [UI]",0,1904
2722,Zheny,I just did that for you [UI],0,1904
2723,Dash,"No, not because I [UI]. I see [UI] like an air freshener [UI].",0,1904
2733,Nasty,You should have put this in [UI],0,1904
2745,Dash,We need to get up early… I have //bio…because I have to give [UI] blood.,0,1904
2750,Dash,I have the components [SL] for the methodology for [UI],0,1904
2763,Zheny,"//Well, to have time. Can we [UI] tomorrow?",0,1904
2770,Dash,//[UI],0,1904
2797,Zheny,"Well, all of this is critical tomorrow… Basically, [UI] in your hands… The main thing is to eat… Let everything else shift…",0,1904
2800,Stefani,"Yes, we’ll have time… Tomorrow we don’t need to rush anywhere. Breakfast is recorded [UI]. But we’ll make it to breakfast.",0,1904
2807,Stefani,I think we’re already trained. We can produce it really fast now…//[UI],0,1904
2831,Stefani,You’re on [UI]?,0,1904
2839,Dash,[UI],0,1904
2867,Stefani,//[UI],0,1904
2869,Rya,It’s freezing [UI],0,1904
2875,Zheny,[UI],0,1904
2882,Ali,//[UI],0,1904
2890,Stefani,"Well there is something about her, //[UI]",0,1904
2899,Nasty,[UI],0,1904
2908,Zheny,[UI],0,1904
2938,Zheny,[UI],0,1904
2944,Dash,"No, not here. The presentation on the computer in the same folder //[UI].",0,1904
2946,Nasty,[UI],0,1904
2947,Zheny,[UI],0,1904
2970,Dash,//[UI],0,1904
2979,Dash,//[UI],0,1904
2982,Nasty,//[UI]. Your own?,0,1904
2988,Rya,//[UI],0,1904
2993,Zheny,//[UI],0,1904
3003,Ali,"No, that’s the square. Find the square and //[UI]",0,1904
3010,Nasty,//[UI],0,1904
3021,Rya,[UI],0,1904
3026,Zheny,[UI],0,1904
3027,Stefani,Commander [UI].,0,1904
3029,Ali,[UI],0,1904
3030,Nasty,I like how when he did this with you //[UI],0,1904
3031,Stefani,//[UI],0,1904
3034,Zheny,Well such a bro [UI] … You think it’s easy for me?,0,1904
3039,Stefani,"So, here you can [UI]",0,1904
3051,Stefani,Four hundred fifteen thousand is… //[UI],0,1904
3053,Stefani,What is your [UI]?,0,1904
3055,Stefani,"Oh. Four hundred twenty-one… Ah, here [UI].",0,1904
3060,Zheny,[UI],0,1904
3062,Nasty,[UI],0,1904
3063,Stefani,But who is [UI] anyway?,0,1904
3070,Stefani,"[UI]…Oh, like this…",0,1904
3075,Stefani,"[SL] Twenty-nine, [SL] ninety-five…[UI]",0,1904
3080,Stefani,//[UI],0,1904
3082,Nasty,Everything is fine here so far. //[UI],0,1904
3083,Zhenya to Rya,//[UI],0,1904
3084,Ali,[UI] Yes.,0,1904
3087,Zheny,"Doesn’t matter, right? [UI]",0,1904
3105,Nasty,It froze [UI],0,1904
3107,Zhenya and Rya,[UI],0,1904
3113,Rya,[UI],0,1904
3118,Rya,You need to choose [UI],0,1904
3133,Nasty,"Oh, but we have…//[UI]",0,1904
3136,Nasty,"You all entered that, right //[UI]?",0,1904
3140,Rya,[UI],0,1904
3143,Ali,[UI],0,1904
3149,Stefani,//Four hundred [SL] one two three.//[UI],0,1904
