"","session","time","sender_id","receiver_id","sender_gender","receiver_gender","dialog"
"82",2103,82,7,6,"Female","Male","statement"
"83",2103,83,6,7,"Male","Female","statement"
"84",2103,84,7,7,"Female","Female","statement"
"85",2103,85,7,6,"Female","Male","statement"
"86",2103,86,6,4,"Male","Female","question"
"87",2103,87,4,5,"Female","Male","question"
"88",2103,88,5,2,"Male","Female","disruption"
"89",2103,89,2,6,"Female","Male","statement"
"90",2103,90,6,4,"Male","Female","disruption"
"91",2103,91,4,2,"Female","Female","question"
"92",2103,92,2,6,"Female","Male","statement"
"93",2103,93,6,3,"Male","Male","disruption"
"94",2103,94,3,4,"Male","Female","question"
"95",2103,95,4,4,"Female","Female","statement"
"96",2103,96,4,6,"Female","Male","floor-grabber"
"97",2103,97,6,3,"Male","Male","statement"
"98",2103,98,3,6,"Male","Male","statement"
"99",2103,99,6,3,"Male","Male","disruption"
"100",2103,100,3,6,"Male","Male","statement"
"101",2103,101,6,3,"Male","Male","question"
"102",2103,102,3,4,"Male","Female","statement"
"103",2103,103,4,7,"Female","Female","statement"
"104",2103,104,7,4,"Female","Female","statement"
"105",2103,105,4,6,"Female","Male","statement"
"106",2103,106,6,4,"Male","Female","question"
"107",2103,107,4,6,"Female","Male","question"
"108",2103,108,6,4,"Male","Female","statement"
"109",2103,109,4,6,"Female","Male","statement"
"110",2103,110,6,3,"Male","Male","statement"
"111",2103,111,3,4,"Male","Female","statement"
"112",2103,112,4,6,"Female","Male","statement"
"113",2103,113,6,3,"Male","Male","statement"
"114",2103,114,3,2,"Male","Female","backchannel"
"115",2103,115,2,6,"Female","Male","question"
"116",2103,116,6,4,"Male","Female","statement"
"117",2103,117,4,3,"Female","Male","disruption"
"118",2103,118,3,2,"Male","Female","backchannel"
"119",2103,119,2,7,"Female","Female","statement"
"120",2103,120,7,4,"Female","Female","statement"
"121",2103,121,4,3,"Female","Male","statement"
"122",2103,122,3,4,"Male","Female","question"
"123",2103,123,4,6,"Female","Male","statement"
"124",2103,124,6,4,"Male","Female","statement"
"125",2103,125,4,7,"Female","Female","statement"
"126",2103,126,7,6,"Female","Male","statement"
"127",2103,127,6,7,"Male","Female","statement"
"128",2103,128,7,4,"Female","Female","statement"
"129",2103,129,4,6,"Female","Male","question"
"130",2103,130,6,7,"Male","Female","statement"
"131",2103,131,7,6,"Female","Male","backchannel"
"132",2103,132,6,5,"Male","Male","floor-grabber"
"133",2103,133,5,4,"Male","Female","question"
"134",2103,134,4,2,"Female","Female","statement"
"135",2103,135,2,4,"Female","Female","statement"
"136",2103,136,4,7,"Female","Female","floor-grabber"
"137",2103,137,7,4,"Female","Female","statement"
"138",2103,138,4,6,"Female","Male","statement"
"139",2103,139,6,7,"Male","Female","statement"
"140",2103,140,7,3,"Female","Male","statement"
"141",2103,141,3,4,"Male","Female","statement"
"142",2103,142,4,7,"Female","Female","question"
"143",2103,143,7,6,"Female","Male","statement"
"144",2103,144,6,4,"Male","Female","question"
"145",2103,145,4,7,"Female","Female","statement"
"146",2103,146,7,4,"Female","Female","statement"
"147",2103,147,4,7,"Female","Female","question"
"148",2103,148,7,4,"Female","Female","statement"
"149",2103,149,4,2,"Female","Female","statement"
"150",2103,150,2,7,"Female","Female","statement"
"151",2103,151,7,4,"Female","Female","statement"
"152",2103,152,4,7,"Female","Female","floor-grabber"
"153",2103,153,7,5,"Female","Male","statement"
"154",2103,154,5,2,"Male","Female","statement"
"155",2103,155,2,5,"Female","Male","question"
"156",2103,156,5,3,"Male","Male","statement"
"157",2103,157,3,5,"Male","Male","question"
"158",2103,158,5,7,"Male","Female","statement"
"159",2103,159,7,4,"Female","Female","statement"
"160",2103,160,4,7,"Female","Female","question"
"161",2103,161,7,3,"Female","Male","statement"
"162",2103,162,3,5,"Male","Male","statement"
"163",2103,163,5,4,"Male","Female","question"
"164",2103,164,4,7,"Female","Female","question"
"165",2103,165,7,4,"Female","Female","floor-grabber"
"166",2103,166,4,3,"Female","Male","statement"
"167",2103,167,3,3,"Male","Male","statement"
"168",2103,168,3,6,"Male","Male","statement"
"169",2103,169,6,5,"Male","Male","question"
"170",2103,170,5,3,"Male","Male","statement"
"171",2103,171,3,5,"Male","Male","statement"
"172",2103,172,5,4,"Male","Female","question"
"173",2103,173,4,6,"Female","Male","statement"
"174",2103,174,6,5,"Male","Male","statement"
"175",2103,175,5,4,"Male","Female","statement"
"176",2103,176,4,6,"Female","Male","floor-grabber"
"177",2103,177,6,3,"Male","Male","statement"
"178",2103,178,3,2,"Male","Female","statement"
"179",2103,179,2,4,"Female","Female","question"
"180",2103,180,4,6,"Female","Male","statement"
"181",2103,181,6,7,"Male","Female","statement"
"182",2103,182,7,7,"Female","Female","disruption"
"183",2103,183,7,6,"Female","Male","question"
"184",2103,184,6,4,"Male","Female","disruption"
"185",2103,185,4,6,"Female","Male","disruption"
"186",2103,186,6,4,"Male","Female","statement"
"187",2103,187,4,6,"Female","Male","statement"
"188",2103,188,6,2,"Male","Female","statement"
"189",2103,189,2,6,"Female","Male","question"
"190",2103,190,6,2,"Male","Female","statement"
"191",2103,191,2,6,"Female","Male","question"
"192",2103,192,6,2,"Male","Female","disruption"
"193",2103,193,2,6,"Female","Male","question"
"194",2103,194,6,4,"Male","Female","statement"
"195",2103,195,4,5,"Female","Male","backchannel"
"196",2103,196,5,6,"Male","Male","statement"
"197",2103,197,6,5,"Male","Male","statement"
"198",2103,198,5,6,"Male","Male","disruption"
"199",2103,199,6,3,"Male","Male","statement"
"200",2103,200,3,4,"Male","Female","floor-grabber"
"201",2103,201,4,5,"Female","Male","statement"
"202",2103,202,5,3,"Male","Male","backchannel"
"203",2103,203,3,4,"Male","Female","question"
"204",2103,204,4,7,"Female","Female","statement"
"205",2103,205,7,2,"Female","Female","statement"
"206",2103,206,2,7,"Female","Female","statement"
"207",2103,207,7,2,"Female","Female","question"
"208",2103,208,2,7,"Female","Female","backchannel"
"209",2103,209,7,4,"Female","Female","floor-grabber"
"210",2103,210,4,7,"Female","Female","statement"
"211",2103,211,7,6,"Female","Male","question"
"212",2103,212,6,5,"Male","Male","statement"
"213",2103,213,5,3,"Male","Male","statement"
"214",2103,214,3,5,"Male","Male","question"
"215",2103,215,5,6,"Male","Male","question"
"216",2103,216,6,3,"Male","Male","statement"
"217",2103,217,3,2,"Male","Female","statement"
"218",2103,218,2,4,"Female","Female","statement"
"219",2103,219,4,2,"Female","Female","floor-grabber"
"220",2103,220,2,6,"Female","Male","statement"
"221",2103,221,6,2,"Male","Female","statement"
"222",2103,222,2,4,"Female","Female","statement"
"223",2103,223,4,6,"Female","Male","floor-grabber"
"224",2103,224,6,4,"Male","Female","statement"
"225",2103,225,4,7,"Female","Female","floor-grabber"
"226",2103,226,7,2,"Female","Female","statement"
"227",2103,227,2,3,"Female","Male","statement"
"228",2103,228,3,7,"Male","Female","statement"
"229",2103,229,7,2,"Female","Female","disruption"
"230",2103,230,2,7,"Female","Female","floor-grabber"
"231",2103,231,7,6,"Female","Male","statement"
"232",2103,232,6,2,"Male","Female","floor-grabber"
"233",2103,233,2,3,"Female","Male","statement"
"234",2103,234,3,2,"Male","Female","question"
"235",2103,235,2,2,"Female","Female","statement"
"236",2103,236,2,4,"Female","Female","statement"
"237",2103,237,4,2,"Female","Female","statement"
"238",2103,238,2,6,"Female","Male","statement"
"239",2103,239,6,4,"Male","Female","statement"
"240",2103,240,4,2,"Female","Female","question"
"241",2103,241,2,5,"Female","Male","question"
"242",2103,242,5,3,"Male","Male","question"
"243",2103,243,3,4,"Male","Female","statement"
"244",2103,244,4,3,"Female","Male","question"
"245",2103,245,3,6,"Male","Male","question"
"246",2103,246,6,2,"Male","Female","question"
"247",2103,247,2,5,"Female","Male","floor-grabber"
"248",2103,248,5,6,"Male","Male","question"
"249",2103,249,6,3,"Male","Male","disruption"
"250",2103,250,3,2,"Male","Female","statement"
"251",2103,251,2,3,"Female","Male","question"
"252",2103,252,3,2,"Male","Female","statement"
"253",2103,253,2,3,"Female","Male","question"
"254",2103,254,3,2,"Male","Female","floor-grabber"
"255",2103,255,2,4,"Female","Female","question"
"256",2103,256,4,4,"Female","Female","statement"
"257",2103,257,4,3,"Female","Male","statement"
"258",2103,258,3,4,"Male","Female","question"
"259",2103,259,4,3,"Female","Male","statement"
"260",2103,260,3,6,"Male","Male","floor-grabber"
"261",2103,261,6,3,"Male","Male","backchannel"
"262",2103,262,3,2,"Male","Female","floor-grabber"
"263",2103,263,2,3,"Female","Male","backchannel"
"264",2103,264,3,2,"Male","Female","statement"
"265",2103,265,2,3,"Female","Male","backchannel"
"266",2103,266,3,2,"Male","Female","question"
"267",2103,267,2,3,"Female","Male","statement"
"268",2103,268,3,6,"Male","Male","question"
"269",2103,269,6,3,"Male","Male","disruption"
"270",2103,270,3,6,"Male","Male","question"
"271",2103,271,6,3,"Male","Male","statement"
"272",2103,272,3,7,"Male","Female","question"
"273",2103,273,7,3,"Female","Male","statement"
"274",2103,274,3,4,"Male","Female","question"
"275",2103,275,4,7,"Female","Female","question"
"276",2103,276,7,4,"Female","Female","statement"
"277",2103,277,4,3,"Female","Male","question"
"278",2103,278,3,2,"Male","Female","question"
"279",2103,279,2,5,"Female","Male","floor-grabber"
"280",2103,280,5,4,"Male","Female","question"
"281",2103,281,4,3,"Female","Male","statement"
"282",2103,282,3,7,"Male","Female","statement"
"283",2103,283,7,2,"Female","Female","floor-grabber"
"284",2103,284,2,3,"Female","Male","statement"
"285",2103,285,3,2,"Male","Female","statement"
"286",2103,286,2,3,"Female","Male","statement"
"287",2103,287,3,2,"Male","Female","question"
"288",2103,288,2,6,"Female","Male","statement"
"289",2103,289,6,4,"Male","Female","question"
"290",2103,290,4,4,"Female","Female","question"
"291",2103,291,4,6,"Female","Male","question"
"292",2103,292,6,7,"Male","Female","statement"
"293",2103,293,7,2,"Female","Female","question"
"294",2103,294,2,3,"Female","Male","statement"
"295",2103,295,3,2,"Male","Female","statement"
"296",2103,296,2,3,"Female","Male","statement"
"297",2103,297,3,6,"Male","Male","statement"
"298",2103,298,6,2,"Male","Female","question"
"299",2103,299,2,6,"Female","Male","statement"
"300",2103,300,6,2,"Male","Female","statement"
"301",2103,301,2,6,"Female","Male","question"
"302",2103,302,6,2,"Male","Female","statement"
"303",2103,303,2,6,"Female","Male","statement"
"304",2103,304,6,2,"Male","Female","statement"
"305",2103,305,2,5,"Female","Male","statement"
"306",2103,306,5,2,"Male","Female","question"
"307",2103,307,2,6,"Female","Male","statement"
"308",2103,308,6,3,"Male","Male","statement"
"309",2103,309,3,2,"Male","Female","statement"
"310",2103,310,2,3,"Female","Male","floor-grabber"
"311",2103,311,3,7,"Male","Female","question"
"312",2103,312,7,6,"Female","Male","statement"
"313",2103,313,6,2,"Male","Female","statement"
"314",2103,314,2,2,"Female","Female","statement"
"315",2103,315,2,5,"Female","Male","statement"
"316",2103,316,5,2,"Male","Female","backchannel"
"317",2103,317,2,5,"Female","Male","statement"
"318",2103,318,5,2,"Male","Female","statement"
"319",2103,319,2,5,"Female","Male","question"
"320",2103,320,5,4,"Male","Female","statement"
"321",2103,321,4,3,"Female","Male","statement"
"322",2103,322,3,7,"Male","Female","statement"
"323",2103,323,7,3,"Female","Male","statement"
"324",2103,324,3,7,"Male","Female","question"
"325",2103,325,7,3,"Female","Male","statement"
"326",2103,326,3,7,"Male","Female","statement"
"327",2103,327,7,2,"Female","Female","statement"
"328",2103,328,2,3,"Female","Male","disruption"
"329",2103,329,3,2,"Male","Female","statement"
"330",2103,330,2,4,"Female","Female","statement"
"331",2103,331,4,4,"Female","Female","question"
"332",2103,332,4,6,"Female","Male","statement"
"333",2103,333,6,7,"Male","Female","statement"
"334",2103,334,7,6,"Female","Male","statement"
"335",2103,335,6,3,"Male","Male","question"
"336",2103,336,3,4,"Male","Female","statement"
"337",2103,337,4,3,"Female","Male","statement"
"338",2103,338,3,4,"Male","Female","statement"
"339",2103,339,4,7,"Female","Female","question"
"340",2103,340,7,2,"Female","Female","statement"
"341",2103,341,2,7,"Female","Female","statement"
"342",2103,342,7,3,"Female","Male","statement"
"343",2103,343,3,2,"Male","Female","question"
"344",2103,344,2,3,"Female","Male","question"
"345",2103,345,3,7,"Male","Female","statement"
"346",2103,346,7,4,"Female","Female","backchannel"
"347",2103,347,4,3,"Female","Male","statement"
"348",2103,348,3,5,"Male","Male","question"
"349",2103,349,5,2,"Male","Female","backchannel"
"350",2103,350,2,3,"Female","Male","statement"
"351",2103,351,3,2,"Male","Female","statement"
"352",2103,352,2,3,"Female","Male","disruption"
"353",2103,353,3,5,"Male","Male","statement"
"354",2103,354,5,3,"Male","Male","statement"
"355",2103,355,3,2,"Male","Female","question"
"356",2103,356,2,3,"Female","Male","statement"
"357",2103,357,3,7,"Male","Female","statement"
"358",2103,358,7,3,"Female","Male","statement"
"359",2103,359,3,6,"Male","Male","statement"
"360",2103,360,6,4,"Male","Female","backchannel"
"361",2103,361,4,6,"Female","Male","question"
"362",2103,362,6,4,"Male","Female","statement"
"363",2103,363,4,6,"Female","Male","backchannel"
"364",2103,364,6,4,"Male","Female","statement"
"365",2103,365,4,6,"Female","Male","statement"
"366",2103,366,6,4,"Male","Female","statement"
"367",2103,367,4,6,"Female","Male","question"
"368",2103,368,6,7,"Male","Female","question"
"369",2103,369,7,7,"Female","Female","floor-grabber"
"370",2103,370,7,3,"Female","Male","statement"
"371",2103,371,3,6,"Male","Male","statement"
"372",2103,372,6,3,"Male","Male","question"
"373",2103,373,3,7,"Male","Female","statement"
"374",2103,374,7,2,"Female","Female","statement"
"375",2103,375,2,3,"Female","Male","floor-grabber"
"376",2103,376,3,7,"Male","Female","question"
"377",2103,377,7,3,"Female","Male","statement"
"378",2103,378,3,7,"Male","Female","statement"
"379",2103,379,7,4,"Female","Female","statement"
"380",2103,380,4,2,"Female","Female","floor-grabber"
"381",2103,381,2,7,"Female","Female","disruption"
"382",2103,382,7,3,"Female","Male","statement"
"383",2103,383,3,2,"Male","Female","question"
"384",2103,384,2,7,"Female","Female","statement"
"385",2103,385,7,6,"Female","Male","statement"
"386",2103,386,6,2,"Male","Female","question"
"387",2103,387,2,7,"Female","Female","statement"
"388",2103,388,7,5,"Female","Male","statement"
"389",2103,389,5,7,"Male","Female","question"
"390",2103,390,7,3,"Female","Male","statement"
"391",2103,391,3,5,"Male","Male","floor-grabber"
"392",2103,392,5,7,"Male","Female","question"
"393",2103,393,7,5,"Female","Male","statement"
"394",2103,394,5,7,"Male","Female","question"
"395",2103,395,7,3,"Female","Male","statement"
"396",2103,396,3,2,"Male","Female","statement"
"397",2103,397,2,3,"Female","Male","statement"
"398",2103,398,3,3,"Male","Male","floor-grabber"
"399",2103,399,3,7,"Male","Female","statement"
"400",2103,400,7,2,"Female","Female","question"
"401",2103,401,2,3,"Female","Male","statement"
"402",2103,402,3,2,"Male","Female","statement"
"403",2103,403,2,3,"Female","Male","statement"
"404",2103,404,3,3,"Male","Male","statement"
"405",2103,405,3,2,"Male","Female","statement"
"406",2103,406,2,3,"Female","Male","statement"
"407",2103,407,3,7,"Male","Female","statement"
"408",2103,408,7,4,"Female","Female","statement"
"409",2103,409,4,3,"Female","Male","statement"
"410",2103,410,3,3,"Male","Male","statement"
"411",2103,411,3,7,"Male","Female","statement"
"412",2103,412,7,6,"Female","Male","statement"
"413",2103,413,6,2,"Male","Female","statement"
"414",2103,414,2,5,"Female","Male","statement"
"415",2103,415,5,4,"Male","Female","statement"
"416",2103,416,4,2,"Female","Female","floor-grabber"
"417",2103,417,2,3,"Female","Male","statement"
"418",2103,418,3,4,"Male","Female","statement"
"419",2103,419,4,6,"Female","Male","question"
"420",2103,420,6,4,"Male","Female","statement"
"421",2103,421,4,3,"Female","Male","statement"
"422",2103,422,3,2,"Male","Female","statement"
"423",2103,423,2,2,"Female","Female","statement"
"424",2103,424,2,4,"Female","Female","statement"
"425",2103,425,4,3,"Female","Male","statement"
"426",2103,426,3,6,"Male","Male","statement"
"427",2103,427,6,2,"Male","Female","question"
"428",2103,428,2,6,"Female","Male","statement"
"429",2103,429,6,2,"Male","Female","statement"
"430",2103,430,2,5,"Female","Male","statement"
"431",2103,431,5,2,"Male","Female","backchannel"
"432",2103,432,2,6,"Female","Male","statement"
"433",2103,433,6,3,"Male","Male","statement"
"434",2103,434,3,6,"Male","Male","question"
"435",2103,435,6,3,"Male","Male","statement"
"436",2103,436,3,3,"Male","Male","backchannel"
"437",2103,437,3,2,"Male","Female","statement"
"438",2103,438,2,6,"Female","Male","statement"
"439",2103,439,6,2,"Male","Female","question"
"440",2103,440,2,3,"Female","Male","question"
"441",2103,441,3,2,"Male","Female","statement"
"442",2103,442,2,4,"Female","Female","statement"
"443",2103,443,4,3,"Female","Male","statement"
"444",2103,444,3,2,"Male","Female","statement"
"445",2103,445,2,4,"Female","Female","disruption"
"446",2103,446,4,2,"Female","Female","statement"
"447",2103,447,2,7,"Female","Female","statement"
"448",2103,448,7,4,"Female","Female","statement"
"449",2103,449,4,3,"Female","Male","statement"
"450",2103,450,3,2,"Male","Female","statement"
"451",2103,451,2,4,"Female","Female","statement"
"452",2103,452,4,3,"Female","Male","floor-grabber"
"453",2103,453,3,7,"Male","Female","question"
"454",2103,454,7,2,"Female","Female","statement"
"455",2103,455,2,4,"Female","Female","question"
"456",2103,456,4,2,"Female","Female","statement"
"457",2103,457,2,3,"Female","Male","statement"
"458",2103,458,3,7,"Male","Female","question"
"459",2103,459,7,2,"Female","Female","statement"
"460",2103,460,2,4,"Female","Female","disruption"
"461",2103,461,4,3,"Female","Male","backchannel"
"462",2103,462,3,7,"Male","Female","statement"
"463",2103,463,7,2,"Female","Female","statement"
"464",2103,464,2,3,"Female","Male","question"
"465",2103,465,3,7,"Male","Female","statement"
"466",2103,466,7,2,"Female","Female","statement"
"467",2103,467,2,6,"Female","Male","statement"
"468",2103,468,6,7,"Male","Female","statement"
"469",2103,469,7,2,"Female","Female","statement"
"470",2103,470,2,4,"Female","Female","statement"
"471",2103,471,4,6,"Female","Male","question"
"472",2103,472,6,4,"Male","Female","statement"
"473",2103,473,4,6,"Female","Male","floor-grabber"
"474",2103,474,6,6,"Male","Male","floor-grabber"
"475",2103,475,6,4,"Male","Female","backchannel"
"476",2103,476,4,6,"Female","Male","question"
"477",2103,477,6,4,"Male","Female","statement"
"478",2103,478,4,3,"Female","Male","question"
"479",2103,479,3,4,"Male","Female","statement"
"480",2103,480,4,6,"Female","Male","statement"
"481",2103,481,6,4,"Male","Female","statement"
"482",2103,482,4,2,"Female","Female","floor-grabber"
"483",2103,483,2,3,"Female","Male","question"
"484",2103,484,3,2,"Male","Female","statement"
"485",2103,485,2,3,"Female","Male","question"
"486",2103,486,3,2,"Male","Female","statement"
"487",2103,487,2,3,"Female","Male","statement"
"488",2103,488,3,6,"Male","Male","floor-grabber"
"489",2103,489,6,7,"Male","Female","statement"
"490",2103,490,7,3,"Female","Male","statement"
"491",2103,491,3,2,"Male","Female","question"
"492",2103,492,2,3,"Female","Male","floor-grabber"
"493",2103,493,3,6,"Male","Male","statement"
"494",2103,494,6,5,"Male","Male","statement"
"495",2103,495,5,2,"Male","Female","question"
"496",2103,496,2,4,"Female","Female","statement"
"497",2103,497,4,3,"Female","Male","statement"
"498",2103,498,3,2,"Male","Female","statement"
"499",2103,499,2,7,"Female","Female","statement"
"500",2103,500,7,3,"Female","Male","question"
"501",2103,501,3,4,"Male","Female","statement"
"502",2103,502,4,3,"Female","Male","statement"
"503",2103,503,3,2,"Male","Female","statement"
"504",2103,504,2,6,"Female","Male","statement"
"505",2103,505,6,5,"Male","Male","floor-grabber"
"506",2103,506,5,3,"Male","Male","floor-grabber"
"507",2103,507,3,4,"Male","Female","statement"
"508",2103,508,4,2,"Female","Female","statement"
"509",2103,509,2,3,"Female","Male","statement"
"510",2103,510,3,7,"Male","Female","question"
"511",2103,511,7,3,"Female","Male","statement"
"512",2103,512,3,7,"Male","Female","question"
"513",2103,513,7,2,"Female","Female","backchannel"
"514",2103,514,2,3,"Female","Male","question"
"515",2103,515,3,2,"Male","Female","statement"
"516",2103,516,2,7,"Female","Female","backchannel"
"517",2103,517,7,6,"Female","Male","statement"
"518",2103,518,6,3,"Male","Male","floor-grabber"
"519",2103,519,3,7,"Male","Female","question"
"520",2103,520,7,6,"Female","Male","statement"
"521",2103,521,6,3,"Male","Male","statement"
"522",2103,522,3,7,"Male","Female","statement"
"523",2103,523,7,2,"Female","Female","statement"
"524",2103,524,2,3,"Female","Male","statement"
"525",2103,525,3,5,"Male","Male","question"
"526",2103,526,5,7,"Male","Female","question"
"527",2103,527,7,3,"Female","Male","statement"
"528",2103,528,3,6,"Male","Male","statement"
"529",2103,529,6,5,"Male","Male","floor-grabber"
"530",2103,530,5,3,"Male","Male","question"
"531",2103,531,3,2,"Male","Female","disruption"
"532",2103,532,2,6,"Female","Male","statement"
"533",2103,533,6,3,"Male","Male","statement"
"534",2103,534,3,2,"Male","Female","statement"
"535",2103,535,2,4,"Female","Female","statement"
"536",2103,536,4,3,"Female","Male","question"
"537",2103,537,3,6,"Male","Male","statement"
"538",2103,538,6,4,"Male","Female","statement"
"539",2103,539,4,7,"Female","Female","statement"
"540",2103,540,7,6,"Female","Male","question"
"541",2103,541,6,7,"Male","Female","statement"
"542",2103,542,7,6,"Female","Male","statement"
"543",2103,543,6,2,"Male","Female","statement"
"544",2103,544,2,6,"Female","Male","statement"
"545",2103,545,6,2,"Male","Female","question"
"546",2103,546,2,6,"Female","Male","question"
"547",2103,547,6,2,"Male","Female","statement"
"548",2103,548,2,3,"Female","Male","statement"
"549",2103,549,3,2,"Male","Female","floor-grabber"
"550",2103,550,2,3,"Female","Male","disruption"
"551",2103,551,3,6,"Male","Male","question"
"552",2103,552,6,3,"Male","Male","question"
"553",2103,553,3,6,"Male","Male","statement"
"554",2103,554,6,7,"Male","Female","statement"
"555",2103,555,7,6,"Female","Male","statement"
"556",2103,556,6,3,"Male","Male","statement"
"557",2103,557,3,7,"Male","Female","question"
"558",2103,558,7,5,"Female","Male","disruption"
"559",2103,559,5,7,"Male","Female","question"
"560",2103,560,7,5,"Female","Male","disruption"
"561",2103,561,5,3,"Male","Male","question"
"562",2103,562,3,5,"Male","Male","statement"
"563",2103,563,5,7,"Male","Female","statement"
"564",2103,564,7,5,"Female","Male","question"
"565",2103,565,5,3,"Male","Male","question"
"566",2103,566,3,3,"Male","Male","statement"
"567",2103,567,3,5,"Male","Male","statement"
"568",2103,568,5,2,"Male","Female","statement"
"569",2103,569,2,5,"Female","Male","question"
"570",2103,570,5,3,"Male","Male","statement"
"571",2103,571,3,2,"Male","Female","statement"
"572",2103,572,2,3,"Female","Male","statement"
"573",2103,573,3,6,"Male","Male","statement"
"574",2103,574,6,3,"Male","Male","statement"
"575",2103,575,3,7,"Male","Female","floor-grabber"
"576",2103,576,7,7,"Female","Female","question"
"577",2103,577,7,3,"Female","Male","statement"
"578",2103,578,3,7,"Male","Female","question"
"579",2103,579,7,3,"Female","Male","question"
"580",2103,580,3,4,"Male","Female","question"
"581",2103,581,4,3,"Female","Male","question"
"582",2103,582,3,7,"Male","Female","floor-grabber"
"583",2103,583,7,5,"Female","Male","floor-grabber"
"584",2103,584,5,3,"Male","Male","question"
"585",2103,585,3,7,"Male","Female","statement"
"586",2103,586,7,3,"Female","Male","statement"
"587",2103,587,3,7,"Male","Female","floor-grabber"
"588",2103,588,7,3,"Female","Male","statement"
"589",2103,589,3,7,"Male","Female","statement"
"590",2103,590,7,6,"Female","Male","statement"
"591",2103,591,6,4,"Male","Female","statement"
"592",2103,592,4,3,"Female","Male","statement"
"593",2103,593,3,4,"Male","Female","statement"
"594",2103,594,4,7,"Female","Female","statement"
"595",2103,595,7,6,"Female","Male","question"
"596",2103,596,6,3,"Male","Male","floor-grabber"
"597",2103,597,3,6,"Male","Male","statement"
"598",2103,598,6,3,"Male","Male","statement"
"599",2103,599,3,6,"Male","Male","question"
"600",2103,600,6,3,"Male","Male","floor-grabber"
